-89.8101  936.328  -2958.85  4505.21  -3265.06  900.789
-54.518  259.825  -824.537  1206.46  -843.917  229.561
-77.5293  720.32  -2445.44  3970.94  -3025.44  864.813
-20.6596  173.303  -521.644  771.623  -542.811  143.41
39.2593  -243.992  743.917  -1069.01  721.277  -181.564
-56.2004  735.555  -2526.6  4096.31  -3120.53  899.753
-16.3082  -147.658  680.633  -1300.7  1088.55  -331.722
-72.1619  720.988  -2557.65  4179.73  -3164.51  898.85
-87.7035  795.976  -2656.35  4153.01  -3045.67  844.826
-7.22584  142.173  -480.795  784.281  -616.974  187.308
-365.691  3592.21  -12407.2  20095.8  -15302.4  4409.76
572.759  -5239.82  17314.1  -26991.5  19910.5  -5591.16
163.988  -1080.74  2684.67  -3128.09  1728.97  -366.295
-258.498  2193.06  -6866.83  10089.6  -7000.79  1850
-28.4518  307.377  -967.434  1467.59  -1077.45  307.177
-240.379  2150.72  -6706.66  9989.21  -7100.86  1933.48
161.668  -1494.86  4559.2  -6645.04  4633.6  -1240.93
-192.701  1575.57  -4865.65  7185.49  -5072.9  1373.06
-199.188  1627.58  -4942.31  7187.49  -5001.65  1334.61
85.0462  -568.778  1642.39  -2282.56  1522.14  -388.173
87.8563  -453.22  1201.96  -1513.64  947.455  -241.603
-142.042  882.939  -2473.31  3249.18  -2048.4  502.465
-13.0867  133.39  -443.171  715.186  -523.562  137.167
-4.53557  98.7195  -389.201  715.887  -569.997  158.824
88.7208  -643.199  1970.67  -2872.05  1991.25  -525.485
40.0816  -103.114  241.649  -241.472  91.6494  -1.82822
18.6331  -353.271  1078.9  -1564.24  1066.1  -274.247
44.861  -314.607  1001.6  -1549.13  1160.95  -335.914
-69.3855  584.694  -1786.07  2602.6  -1802.17  474.522
11.8033  -11.7916  -8.6429  101.854  -155.964  72.6146
